,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
CCDC158,4.49E-15,0.686192688,0.04,0.019,9.42E-11,4,CCDC158
HAUS81,1.55E-13,0.796257616,0.041,0.02,3.26E-09,4,HAUS8
TIAM1,2.06E-10,0.145845773,0.025,0.012,4.32E-06,4,TIAM1
IFT43,1.22E-07,0.413614621,0.015,0.007,0.002566606,4,IFT43
ZNF341,2.56E-07,0.392630013,0.014,0.006,0.00537455,4,ZNF341
COX7C,9.33E-07,0.393225274,0.05,0.033,0.019561175,4,COX7C
RBPJL1,1.44E-06,1.215175768,0.012,0.005,0.030259434,4,RBPJL
DOCK4,7.21E-06,0.359604371,0.017,0.009,0.151200611,4,DOCK4
SDK1-AS1,1.21E-05,0.321943283,0.02,0.011,0.254354795,4,SDK1-AS1
TRPM2-AS,1.22E-05,0.341351511,0.017,0.009,0.255147273,4,TRPM2-AS
ARHGAP28,0.000175205,0.365694627,0.051,0.037,1,4,ARHGAP28
ZNF607,0.000249615,0.226864449,0.018,0.01,1,4,ZNF607
NEURL4,0,7.016588883,0.97,0.06,0,5,NEURL4
GIMAP4,0,6.188627918,0.994,0.085,0,5,GIMAP4
TMEM238,0,4.455771734,0.963,0.116,0,5,TMEM238
CCDC184,0,4.105997998,0.992,0.149,0,5,CCDC184
MMUT,0,3.902484457,0.907,0.077,0,5,MMUT
PYGO2,0,3.193542265,0.975,0.148,0,5,PYGO2
MT3,0,6.235409047,0.998,0.174,0,5,MT3
RNF168,0,5.138366313,0.974,0.15,0,5,RNF168
LINC02694,0,4.067065448,0.993,0.177,0,5,LINC02694
ADAM8,0,4.953234057,0.989,0.175,0,5,ADAM8
MAPK15,0,4.188832774,0.98,0.172,0,5,MAPK15
TMC3,0,4.462118906,0.894,0.094,0,5,TMC3
PIGB,0,4.677908272,0.895,0.098,0,5,PIGB
POC5,0,4.401572125,0.996,0.2,0,5,POC5
ADRA1B,0,4.175663026,0.98,0.188,0,5,ADRA1B
LHX5,0,3.707588417,0.955,0.164,0,5,LHX5
TAS2R39,0,5.576094463,0.829,0.042,0,5,TAS2R39
ANAPC11,0,7.218214575,0.803,0.018,0,5,ANAPC11
SEZ6L-AS1,0,4.993902798,0.853,0.076,0,5,SEZ6L-AS1
ADAMTSL4,0,4.103201686,0.965,0.189,0,5,ADAMTSL4
FRK,0,2.972680548,0.958,0.185,0,5,FRK
POLR3GL,0,2.77195373,0.952,0.188,0,5,POLR3GL
BCLAF3,0,2.633472165,0.926,0.167,0,5,BCLAF3
KRT86,0,3.247951288,0.964,0.211,0,5,KRT86
BEND4,0,3.675920531,0.963,0.212,0,5,BEND4
IMPG2,0,4.499136596,0.828,0.078,0,5,IMPG2
NOL4L,0,3.122710629,0.992,0.244,0,5,NOL4L
SDC4,0,2.49167457,0.988,0.246,0,5,SDC4
FSD1L,0,3.045317686,0.904,0.162,0,5,FSD1L
TAS2R7,0,3.616444524,0.975,0.235,0,5,TAS2R7
TCF7L1,0,3.013458778,0.985,0.248,0,5,TCF7L1
ATP8B4,0,3.064865733,0.994,0.258,0,5,ATP8B4
ENO2,0,3.306475517,0.949,0.22,0,5,ENO2
GFRA1,0,3.795224661,0.996,0.27,0,5,GFRA1
BCDIN3D-AS1,0,4.327200017,0.996,0.274,0,5,BCDIN3D-AS1
NFKB1,0,3.003523001,0.898,0.185,0,5,NFKB1
LINC01685,0,7.503516632,0.73,0.017,0,5,LINC01685
MAP3K6,0,2.405352994,0.972,0.262,0,5,MAP3K6
GHR,0,2.908505392,0.91,0.2,0,5,GHR
TIGD6,0,3.659696242,0.96,0.252,0,5,TIGD6
ELL,0,2.096356245,0.859,0.153,0,5,ELL
SLC6A17,0,2.431572522,0.866,0.162,0,5,SLC6A17
OR10A2,0,1.757919275,0.923,0.22,0,5,OR10A2
BCAS4,0,2.475303252,0.95,0.247,0,5,BCAS4
ZFP3,0,3.35917087,0.812,0.112,0,5,ZFP3
ZNF467,0,4.069222614,0.82,0.123,0,5,ZNF467
ZNF775-AS1,0,3.441665558,0.819,0.125,0,5,ZNF775-AS1
SCN1A,0,3.097459112,0.864,0.17,0,5,SCN1A
CLXN,0,3.080630919,0.917,0.229,0,5,CLXN
OAF,0,3.164171775,0.822,0.137,0,5,OAF
MTDH,0,2.864587748,0.808,0.124,0,5,MTDH
RAD54B,0,1.839737695,0.981,0.298,0,5,RAD54B
SAMSN1-AS1,0,2.259334641,0.947,0.267,0,5,SAMSN1-AS1
CNTF,0,3.826100982,0.769,0.091,0,5,CNTF
HPS5,0,3.050583761,0.868,0.191,0,5,HPS5
USP20,0,2.534993684,0.854,0.179,0,5,USP20
SLC6A18,0,2.843359433,0.983,0.312,0,5,SLC6A18
PPA1,0,3.281454878,0.774,0.104,0,5,PPA1
RASGEF1C,0,8.493359798,0.676,0.007,0,5,RASGEF1C
TMEM2071,0,2.445767748,0.984,0.315,0,5,TMEM207
ARHGEF4,0,2.56656114,0.8,0.134,0,5,ARHGEF4
DLX2,0,3.380993094,0.806,0.141,0,5,DLX2
LMOD1,0,2.882220295,0.809,0.148,0,5,LMOD1
ASCL2,0,2.230619069,0.975,0.317,0,5,ASCL2
GGCX,0,1.600029833,0.948,0.292,0,5,GGCX
C2CD4D,0,2.926173949,0.794,0.14,0,5,C2CD4D
APOC1,0,1.588417511,0.96,0.307,0,5,APOC1
SGMS1-AS1,0,4.322263687,0.736,0.084,0,5,SGMS1-AS1
ACOT1,0,2.053287858,0.957,0.305,0,5,ACOT1
NPSR1,0,1.976244824,0.953,0.301,0,5,NPSR1
CHMP4B,0,3.596312117,0.838,0.193,0,5,CHMP4B
GPC6-AS1,0,2.769576088,0.824,0.181,0,5,GPC6-AS1
HOXB3,0,3.627060548,0.767,0.131,0,5,HOXB3
JOSD2,0,3.561502936,0.995,0.359,0,5,JOSD2
MYO1B,0,2.782595123,0.844,0.212,0,5,MYO1B
ADGRE3,0,3.183355863,0.78,0.149,0,5,ADGRE3
CNTNAP3,0,3.21160578,0.746,0.117,0,5,CNTNAP3
RBP7,0,1.746073853,0.871,0.243,0,5,RBP7
TSFM,0,4.056604384,0.696,0.07,0,5,TSFM
MID1IP1-AS1,0,1.495046359,0.935,0.312,0,5,MID1IP1-AS1
GALNTL5,0,2.777934908,0.761,0.138,0,5,GALNTL5
TACC1,0,3.637558681,0.703,0.081,0,5,TACC1
NT5C1A,0,1.913229969,0.952,0.33,0,5,NT5C1A
IGSF21,0,1.686351174,0.825,0.205,0,5,IGSF21
FUT2,0,2.108893663,0.834,0.217,0,5,FUT2
EOMES,0,2.463224341,0.771,0.155,0,5,EOMES
ROM1,0,3.77713929,0.704,0.088,0,5,ROM1
ATG3,0,5.003773663,0.646,0.033,0,5,ATG3
ZBTB34,0,2.044097594,0.919,0.313,0,5,ZBTB34
SNX25,0,4.432539363,0.667,0.064,0,5,SNX25
ARSK,0,0.959474462,0.783,0.181,0,5,ARSK
APOBEC3H,0,2.880639669,0.783,0.182,0,5,APOBEC3H
SAMSN1,0,3.115647676,0.904,0.304,0,5,SAMSN1
LINC00954,0,2.422488987,0.768,0.171,0,5,LINC00954
SEMA3G,0,2.456893043,0.71,0.114,0,5,SEMA3G
MLPH,0,2.939329497,0.712,0.121,0,5,MLPH
PBDC1,0,2.332214807,0.994,0.404,0,5,PBDC1
EPDR1,0,2.615216477,0.691,0.101,0,5,EPDR1
UBAC2-AS1,0,4.232066893,0.624,0.036,0,5,UBAC2-AS1
LAMTOR3,0,2.200869992,0.957,0.371,0,5,LAMTOR3
SMAGP1,0,3.02819591,0.75,0.166,0,5,SMAGP
NAPSA,0,3.960314209,0.99,0.409,0,5,NAPSA
ATP11C,0,0.874898879,0.848,0.268,0,5,ATP11C
ZBTB39,0,3.318256144,0.719,0.14,0,5,ZBTB39
IRAK4,0,4.683945593,0.645,0.067,0,5,IRAK4
CCDC6,0,3.88002863,0.619,0.05,0,5,CCDC6
SLC35D23,0,2.633697262,0.928,0.365,0,5,SLC35D2
MOGS,0,1.062812442,0.821,0.259,0,5,MOGS
BCL2L12,0,1.416062602,0.823,0.262,0,5,BCL2L12
TCTE1,0,3.702293918,0.626,0.065,0,5,TCTE1
EOLA1-DT,0,2.165738183,0.681,0.121,0,5,EOLA1-DT
KCNQ5,0,2.20594352,0.747,0.189,0,5,KCNQ5
HMGN3,0,2.118921494,0.8,0.247,0,5,HMGN3
LINC01388,0,2.123838301,0.671,0.122,0,5,LINC01388
LRRC37A3,0,0.707949296,0.884,0.335,0,5,LRRC37A3
HCG9,0,2.010689103,0.682,0.135,0,5,HCG9
CCDC141,0,2.583403458,0.732,0.193,0,5,CCDC141
SNRNP40,0,1.582687867,0.888,0.355,0,5,SNRNP40
NOP14,0,2.193035847,0.792,0.26,0,5,NOP14
ZNF552,0,1.455894133,0.95,0.42,0,5,ZNF552
ENTREP2,0,1.273913079,0.963,0.434,0,5,ENTREP2
TRIO,0,3.388410243,0.606,0.087,0,5,TRIO
EDF1,0,1.790341564,0.827,0.315,0,5,EDF1
RNF180,0,3.028045734,0.667,0.156,0,5,RNF180
TNFSF11,0,2.798423091,0.639,0.129,0,5,TNFSF11
FBXO7,0,1.522438592,0.899,0.392,0,5,FBXO7
MCM8,0,4.604058213,0.555,0.053,0,5,MCM8
CNIH3,0,1.162438499,0.732,0.231,0,5,CNIH3
RRAS,0,1.834315539,0.984,0.484,0,5,RRAS
SNX241,0,1.214197257,0.786,0.287,0,5,SNX24
SNX30,0,1.874498174,0.689,0.19,0,5,SNX30
WDR18,0,2.274595349,0.628,0.13,0,5,WDR18
HEPH,0,2.254673104,0.611,0.114,0,5,HEPH
DLEU7,0,7.956177966,0.498,0.004,0,5,DLEU7
ZBTB8A2,0,1.953828702,0.812,0.32,0,5,ZBTB8A
SLC4A9,0,2.915126001,0.604,0.114,0,5,SLC4A9
GUCY2C,0,1.639474204,0.657,0.168,0,5,GUCY2C
TFAP2E-AS1,0,1.722815584,0.812,0.324,0,5,TFAP2E-AS1
NDUFV21,0,2.126812395,0.865,0.378,0,5,NDUFV2
LGALS7B,0,0.579933871,0.865,0.378,0,5,LGALS7B
XXYLT1,0,1.812073043,0.611,0.125,0,5,XXYLT1
ACKR4,0,2.302869144,0.59,0.105,0,5,ACKR4
SLC6A15,0,2.344813606,0.661,0.178,0,5,SLC6A15
ZCCHC17,0,2.648856169,0.582,0.099,0,5,ZCCHC17
RIT1,0,3.280262129,0.576,0.095,0,5,RIT1
IMPDH1,0,2.549439144,0.964,0.483,0,5,IMPDH1
CLIP2,0,1.726197631,0.654,0.175,0,5,CLIP2
MGA,0,1.830543567,0.656,0.181,0,5,MGA
F12,0,3.6804499,0.548,0.074,0,5,F12
LINC01741,0,2.792654815,0.562,0.09,0,5,LINC01741
CAMK2N2,0,1.520145283,0.706,0.237,0,5,CAMK2N2
OTX1,0,0.529553791,0.689,0.22,0,5,OTX1
ZNF750,0,1.36644278,0.727,0.258,0,5,ZNF750
MRFAP1L2,0,3.616721304,0.996,0.527,0,5,MRFAP1L2
ZNF589,0,1.587620662,0.737,0.268,0,5,ZNF589
ARR31,0,2.399202705,0.997,0.529,0,5,ARR3
LINC02646,0,1.774039305,0.604,0.137,0,5,LINC02646
ZDHHC24,0,2.769930084,0.987,0.52,0,5,ZDHHC24
MPPE1,0,0.985135951,0.671,0.205,0,5,MPPE1
IDO1,0,0.217449803,0.623,0.157,0,5,IDO1
FEZF2,0,1.63504571,0.842,0.377,0,5,FEZF2
GJB2,0,2.314730628,0.594,0.129,0,5,GJB2
PRIM2,0,1.474315811,0.717,0.255,0,5,PRIM2
TMEM2141,0,1.706426187,0.656,0.195,0,5,TMEM214
FBXO38-DT,0,2.890786918,0.579,0.118,0,5,FBXO38-DT
OLFM1,0,0.789521314,0.674,0.217,0,5,OLFM1
UNC119B1,0,1.942982354,0.95,0.498,0,5,UNC119B
IRAK1,0,1.40536605,0.67,0.221,0,5,IRAK1
XRCC3,0,0.182917572,0.702,0.253,0,5,XRCC3
FCRL1,0,1.483491952,0.637,0.193,0,5,FCRL1
HRCT1,0,1.137885061,0.77,0.329,0,5,HRCT1
TPCN2,0,1.473288161,0.608,0.167,0,5,TPCN2
OPCML,0,1.907004917,0.667,0.229,0,5,OPCML
INCENP,0,3.550805703,0.499,0.061,0,5,INCENP
SFXN4,0,2.317660849,0.561,0.125,0,5,SFXN4
WRAP532,0,2.643722948,0.644,0.208,0,5,WRAP53
KANSL1-AS1,0,1.34065077,0.983,0.548,0,5,KANSL1-AS1
ELMOD1,0,2.850127965,0.503,0.07,0,5,ELMOD1
HMX2,0,2.228235824,0.583,0.15,0,5,HMX2
EHMT1,0,4.180562925,0.474,0.043,0,5,EHMT1
ZNF2731,0,1.505777585,0.806,0.376,0,5,ZNF273
PLPPR1,0,2.465001779,0.567,0.138,0,5,PLPPR1
TRMU,0,0.895469468,0.578,0.151,0,5,TRMU
CCND3,0,1.714177704,0.765,0.341,0,5,CCND3
HYLS1,0,1.289684001,0.595,0.172,0,5,HYLS1
SOD11,0,1.28257781,0.731,0.311,0,5,SOD1
B3GNT5,0,4.179968712,0.456,0.037,0,5,B3GNT5
FNDC5,0,1.843909394,0.538,0.127,0,5,FNDC5
SH2D7,0,1.44795786,0.547,0.137,0,5,SH2D7
MYC,0,2.382060998,0.529,0.122,0,5,MYC
TNFRSF14-AS1,0,1.032746956,0.621,0.215,0,5,TNFRSF14-AS1
BICDL2,0,1.063372817,0.755,0.352,0,5,BICDL2
LURAP1L,0,1.150162338,0.764,0.361,0,5,LURAP1L
NLRP3,0,2.500764096,0.499,0.1,0,5,NLRP3
SIGLEC15,0,1.485094468,0.592,0.193,0,5,SIGLEC15
EIF4H,0,1.512355726,0.766,0.369,0,5,EIF4H
SAP25,0,1.259783172,0.57,0.173,0,5,SAP25
TBC1D13,0,2.358664459,0.464,0.068,0,5,TBC1D13
SLC52A2,0,2.196173152,0.548,0.154,0,5,SLC52A2
RUSC2,0,1.995903219,0.538,0.146,0,5,RUSC2
SCAMP1,0,2.821053315,0.505,0.116,0,5,SCAMP1
KXD1,0,7.564326026,0.392,0.004,0,5,KXD1
FIBIN2,0,1.653099181,0.683,0.296,0,5,FIBIN
WDR31,0,2.485161449,0.472,0.088,0,5,WDR31
LGALS13,0,3.608290009,0.444,0.06,0,5,LGALS13
SRBD1,0,3.372903681,0.462,0.08,0,5,SRBD1
CLIP41,0,1.122484204,0.722,0.34,0,5,CLIP4
MEA1,0,0.72094006,0.624,0.246,0,5,MEA1
FFAR41,0,2.847214287,0.444,0.067,0,5,FFAR4
REEP6,0,1.077232966,0.642,0.271,0,5,REEP6
COL4A5,0,1.219404747,0.531,0.163,0,5,COL4A5
TMTC4,0,1.686825015,0.578,0.212,0,5,TMTC4
COX7B,0,2.730415765,0.466,0.105,0,5,COX7B
C11orf21,0,2.504923771,0.417,0.056,0,5,C11orf21
TCEA3,0,1.167529009,0.553,0.194,0,5,TCEA3
MINK1,0,0.881231992,0.584,0.231,0,5,MINK1
NMT13,0,1.455172116,0.805,0.453,0,5,NMT1
HMGB1,0,0.466361319,0.532,0.183,0,5,HMGB1
GAL3ST3,0,1.609658294,0.582,0.235,0,5,GAL3ST3
TOMM20L,0,1.652068709,0.44,0.095,0,5,TOMM20L
HTR2B,0,2.576396094,0.469,0.125,0,5,HTR2B
CHMP1A,0,1.174124851,0.545,0.202,0,5,CHMP1A
SLC36A2,0,0.829315254,0.933,0.591,0,5,SLC36A2
EIF1AD,0,2.129793056,0.483,0.142,0,5,EIF1AD
PTGIS,0,3.747585054,0.378,0.039,0,5,PTGIS
NUTM2G,0,3.115818796,0.401,0.071,0,5,NUTM2G
UFSP2,0,1.422032086,0.505,0.179,0,5,UFSP2
ATP5MJ2,0,1.472881461,0.938,0.613,0,5,ATP5MJ
PPIA,0,1.14293759,0.898,0.575,0,5,PPIA
NTAQ1,0,2.334302864,0.447,0.124,0,5,NTAQ1
TFAP2B,0,1.463280501,0.975,0.654,0,5,TFAP2B
MYH3,0,1.36339205,0.526,0.206,0,5,MYH3
CYP27A1,0,1.507922704,0.527,0.208,0,5,CYP27A1
COA1,0,1.115508072,0.457,0.14,0,5,COA1
SMYD1,0,0.863998676,0.473,0.157,0,5,SMYD1
ZBTB42,0,1.354103491,0.461,0.147,0,5,ZBTB42
PRSS56,0,3.00973096,0.389,0.076,0,5,PRSS56
DGLUCY,0,1.09626226,0.463,0.156,0,5,DGLUCY
KLHL42,0,1.615827122,0.489,0.182,0,5,KLHL42
ST8SIA2,0,1.503492516,0.478,0.171,0,5,ST8SIA2
AP2A2,0,2.04417626,0.465,0.159,0,5,AP2A2
LINC02810,0,1.617617234,0.449,0.144,0,5,LINC02810
SYDE2,0,1.960841815,0.418,0.122,0,5,SYDE2
PIGX,0,3.039777477,0.389,0.095,0,5,PIGX
AGPAT3,0,2.896622062,0.371,0.078,0,5,AGPAT3
EXO1,0,2.129609651,0.418,0.125,0,5,EXO1
ANO6,0,2.909784502,0.368,0.075,0,5,ANO6
PIGG,0,1.597407662,0.438,0.147,0,5,PIGG
BIRC2,0,4.361523967,0.306,0.016,0,5,BIRC2
FKBP1A,0,1.472447884,0.443,0.155,0,5,FKBP1A
ABHD12B,0,1.998503788,0.41,0.122,0,5,ABHD12B
ADD1,0,2.037345816,0.408,0.122,0,5,ADD1
CYFIP2,0,1.879731837,0.401,0.119,0,5,CYFIP2
KCNS2,0,2.274050279,0.412,0.13,0,5,KCNS2
MYL10,0,1.989120625,0.438,0.164,0,5,MYL10
PRDX6,0,1.014549472,0.369,0.096,0,5,PRDX6
ADCY4,0,2.070057719,0.412,0.142,0,5,ADCY4
VPS4A,0,2.409252313,0.321,0.052,0,5,VPS4A
TAGLN2,0,1.26591331,0.362,0.102,0,5,TAGLN2
MRPS22,0,1.746646392,0.373,0.115,0,5,MRPS22
CBX8,0,2.19435632,0.359,0.101,0,5,CBX8
MRPL42,0,4.282214623,0.287,0.032,0,5,MRPL42
PKN2-AS1,0,5.581080917,0.265,0.015,0,5,PKN2-AS1
HGFAC,0,1.809363277,0.313,0.072,0,5,HGFAC
ERICH6B,0,2.074293848,0.299,0.061,0,5,ERICH6B
COQ3,0,2.589037718,0.321,0.087,0,5,COQ3
AIRIM,0,1.381413357,0.998,0.781,0,5,AIRIM
CDC42EP3,0,1.872639044,0.256,0.044,0,5,CDC42EP3
SSBP1,0,1.691292326,0.994,0.784,0,5,SSBP1
EIF5,0,4.574217899,0.235,0.034,0,5,EIF5
PTGIR,0,2.275902152,0.252,0.061,0,5,PTGIR
LRRC71,0,0.93627681,0.227,0.04,0,5,LRRC71
TAX1BP3,0,3.839118638,0.17,0.016,0,5,TAX1BP3
TGM7,0,4.200951433,0.106,0.009,0,5,TGM7
LINC01283,0,4.374360524,0.106,0.01,0,5,LINC01283
IL27RA,0,4.827979462,0.063,0.002,0,5,IL27RA
SH3BP13,6.15E-306,1.441838229,0.593,0.284,1.29E-301,5,SH3BP1
ACKR3,1.33E-297,1.454714224,0.445,0.17,2.78E-293,5,ACKR3
SLC38A2,1.59E-293,1.448770919,0.386,0.132,3.33E-289,5,SLC38A2
TRIM22,2.26E-293,1.054487599,0.574,0.247,4.73E-289,5,TRIM22
TMEM82,2.19E-292,1.611069039,0.248,0.06,4.60E-288,5,TMEM82
C15orf62,4.49E-283,1.47934646,0.473,0.2,9.42E-279,5,C15orf62
ZNF5011,6.45E-281,0.821891817,0.87,0.553,1.35E-276,5,ZNF501
RASGRP2,3.74E-280,1.912924595,0.344,0.116,7.83E-276,5,RASGRP2
DCLK2,7.46E-269,1.682136087,0.396,0.149,1.56E-264,5,DCLK2
SKIL,1.34E-265,0.394471089,0.4,0.135,2.81E-261,5,SKIL
AZI2,3.88E-265,1.908192151,0.267,0.076,8.14E-261,5,AZI2
ZBTB11,2.15E-264,1.466230984,0.446,0.183,4.51E-260,5,ZBTB11
C15orf48,6.29E-256,2.066277227,0.171,0.034,1.32E-251,5,C15orf48
DCSTAMP,4.38E-251,4.292928938,0.08,0.007,9.19E-247,5,DCSTAMP
CPA3,4.42E-251,1.834398346,0.231,0.06,9.27E-247,5,CPA3
DNAL1,1.16E-250,0.901233735,0.572,0.262,2.42E-246,5,DNAL1
BBS4,7.16E-250,1.688503074,0.334,0.116,1.50E-245,5,BBS4
NOL3,3.11E-249,2.491745161,0.292,0.092,6.52E-245,5,NOL3
FKTN,4.84E-245,1.819000837,0.281,0.087,1.02E-240,5,FKTN
HMGA2-AS1,1.83E-244,1.509561675,0.322,0.109,3.84E-240,5,HMGA2-AS1
CDK2AP2,5.73E-240,1.145333458,0.418,0.165,1.20E-235,5,CDK2AP2
NT5DC3,6.94E-240,0.169769348,0.448,0.167,1.46E-235,5,NT5DC3
SPATC1,2.21E-237,1.161842943,0.624,0.353,4.63E-233,5,SPATC1
NBL1,2.23E-225,1.956006868,0.286,0.096,4.67E-221,5,NBL1
RTL1,1.06E-218,1.432921126,0.271,0.086,2.22E-214,5,RTL1
HSPA2,2.79E-218,0.669093056,0.844,0.526,5.85E-214,5,HSPA2
ATP6V0A41,7.94E-216,0.43308634,0.51,0.238,1.67E-211,5,ATP6V0A4
FLOT2,3.31E-205,1.893915789,0.29,0.105,6.94E-201,5,FLOT2
ANKK1,3.75E-205,4.332112737,0.044,0.002,7.87E-201,5,ANKK1
UNK,2.58E-203,0.901049148,0.384,0.149,5.40E-199,5,UNK
SLIT3,5.53E-203,1.007722548,0.359,0.138,1.16E-198,5,SLIT3
PPIAL4G,6.76E-202,1.842271184,0.294,0.109,1.42E-197,5,PPIAL4G
IMPA1,4.08E-200,1.175674552,0.447,0.204,8.57E-196,5,IMPA1
PSMB8,4.51E-200,1.167290283,0.441,0.201,9.45E-196,5,PSMB8
FAM227A,2.04E-199,1.001044834,0.474,0.212,4.29E-195,5,FAM227A
PITRM1,2.08E-199,0.750373874,0.361,0.138,4.36E-195,5,PITRM1
ARHGAP36,2.24E-199,1.932030246,0.281,0.101,4.69E-195,5,ARHGAP36
MICU1,3.21E-198,0.737554257,0.521,0.232,6.74E-194,5,MICU1
LINC02963,6.57E-197,1.80100086,0.295,0.11,1.38E-192,5,LINC02963
ST18,1.01E-196,1.167804543,0.373,0.15,2.12E-192,5,ST18
DHX16,2.58E-196,2.232207802,0.159,0.038,5.41E-192,5,DHX16
DUS2,3.06E-196,2.717089064,0.089,0.012,6.43E-192,5,DUS2
COLEC10,1.82E-195,0.924598544,0.482,0.225,3.83E-191,5,COLEC10
LINC01920,3.11E-195,1.496616624,0.345,0.14,6.52E-191,5,LINC01920
ADAMTSL2,4.34E-194,1.467293887,0.309,0.116,9.09E-190,5,ADAMTSL2
BHLHA9,1.13E-193,2.310281209,0.242,0.082,2.37E-189,5,BHLHA9
CGAS,1.98E-193,2.009415239,0.101,0.016,4.16E-189,5,CGAS
HMG20B2,2.44E-193,0.456243966,0.889,0.615,5.12E-189,5,HMG20B
RARA1,2.89E-192,1.773671421,0.206,0.059,6.07E-188,5,RARA
CORO2A,2.34E-191,0.758673747,0.567,0.276,4.90E-187,5,CORO2A
CTDSP1,3.91E-187,1.920545682,0.285,0.107,8.20E-183,5,CTDSP1
EPHA23,4.72E-185,0.85590399,0.736,0.473,9.90E-181,5,EPHA2
SAYSD1,4.77E-183,0.738981414,0.372,0.146,1.00E-178,5,SAYSD1
LINC01276,6.90E-183,1.937586004,0.249,0.087,1.45E-178,5,LINC01276
VAV3,1.21E-181,0.447075072,0.566,0.266,2.53E-177,5,VAV3
CFAP52,8.43E-181,0.781411465,0.44,0.195,1.77E-176,5,CFAP52
ASAP1,1.09E-179,1.345280336,0.343,0.145,2.28E-175,5,ASAP1
VWA7,1.61E-178,0.772900902,0.713,0.435,3.37E-174,5,VWA7
PPP1R11,7.03E-171,1.868821225,0.249,0.09,1.47E-166,5,PPP1R11
LINC00845,3.03E-170,1.011068236,0.307,0.117,6.36E-166,5,LINC00845
H4C8,7.54E-169,1.340337354,0.334,0.141,1.58E-164,5,H4C8
ASNSD1,5.99E-167,2.284451586,0.181,0.053,1.26E-162,5,ASNSD1
CCDC134,4.70E-165,1.823439881,0.224,0.077,9.87E-161,5,CCDC134
C7orf57,1.00E-162,0.410561137,0.45,0.203,2.11E-158,5,C7orf57
GSTA4,1.47E-159,0.391107142,0.191,0.058,3.08E-155,5,GSTA4
LGALS2,3.58E-159,0.582213822,0.663,0.391,7.51E-155,5,LGALS2
ELAVL3,4.23E-158,0.19113329,0.661,0.369,8.88E-154,5,ELAVL3
MALSU1,4.68E-155,0.34247542,0.177,0.05,9.81E-151,5,MALSU1
UFD1,7.53E-155,4.634487635,0.052,0.005,1.58E-150,5,UFD1
ZNF92,4.45E-154,1.392737221,0.34,0.155,9.33E-150,5,ZNF92
TRIM69,1.31E-151,3.05861921,0.09,0.016,2.74E-147,5,TRIM69
LRRC361,1.58E-146,1.549879172,0.299,0.132,3.31E-142,5,LRRC36
WDR86,5.99E-145,1.430731846,0.335,0.156,1.26E-140,5,WDR86
UNC13D,4.78E-143,0.975728175,0.498,0.277,1.00E-138,5,UNC13D
CENPI,3.01E-141,2.404988776,0.136,0.037,6.32E-137,5,CENPI
DPP9,1.29E-138,1.870153281,0.186,0.062,2.71E-134,5,DPP9
SPMIP8,2.08E-137,0.233980044,0.235,0.085,4.35E-133,5,SPMIP8
TMEM245,1.04E-136,0.916288669,0.374,0.18,2.18E-132,5,TMEM245
NUDT16,5.68E-135,1.190608874,0.296,0.131,1.19E-130,5,NUDT16
DECR2,3.62E-134,0.583749495,0.293,0.119,7.58E-130,5,DECR2
NMNAT1,2.04E-131,1.103426621,0.393,0.205,4.27E-127,5,NMNAT1
RUSC1,3.48E-130,1.884210136,0.228,0.092,7.29E-126,5,RUSC1
RNF122,1.66E-127,0.657124967,0.401,0.197,3.49E-123,5,RNF122
RBIS,1.03E-125,0.19728192,0.533,0.276,2.17E-121,5,RBIS
CPSF31,3.37E-124,2.530297396,0.131,0.038,7.08E-120,5,CPSF3
BBS12,7.97E-118,0.470785217,0.657,0.416,1.67E-113,5,BBS12
SCAT2,2.10E-115,2.534761071,0.143,0.046,4.41E-111,5,SCAT2
CHD6,2.77E-115,1.001299006,0.286,0.131,5.80E-111,5,CHD6
PRR35,2.97E-113,1.656247018,0.223,0.094,6.22E-109,5,PRR35
LINC00051,4.47E-111,1.676022615,0.228,0.099,9.38E-107,5,LINC00051
STYXL1,3.40E-109,1.33163162,0.143,0.046,7.13E-105,5,STYXL1
PDZK1IP1,1.59E-108,1.077800763,0.302,0.144,3.34E-104,5,PDZK1IP1
BCORL1,3.99E-108,2.03329828,0.201,0.083,8.37E-104,5,BCORL1
TRIM33,3.28E-107,0.563202069,0.145,0.045,6.88E-103,5,TRIM33
TNFRSF21,3.58E-107,1.199865224,0.275,0.13,7.50E-103,5,TNFRSF21
MCM3,7.53E-106,0.240816411,0.436,0.219,1.58E-101,5,MCM3
SHPRH,1.16E-104,1.950529936,0.189,0.076,2.42E-100,5,SHPRH
FPGT1,2.34E-104,0.654317485,0.616,0.409,4.90E-100,5,FPGT
IKZF5,1.09E-102,0.616283091,0.624,0.426,2.28E-98,5,IKZF5
ABRACL,8.79E-102,0.430821656,0.677,0.485,1.84E-97,5,ABRACL
CTNNAL1,6.53E-101,0.51005048,0.348,0.181,1.37E-96,5,CTNNAL1
TNFAIP8,3.07E-100,0.246003677,0.458,0.257,6.44E-96,5,TNFAIP8
TM2D3,4.96E-99,1.003182158,0.27,0.127,1.04E-94,5,TM2D3
ARHGAP21,1.74E-97,2.350978903,0.057,0.01,3.65E-93,5,ARHGAP21
TMEM44,2.84E-93,1.367005196,0.089,0.023,5.96E-89,5,TMEM44
WASHC5,4.87E-92,1.428595497,0.197,0.085,1.02E-87,5,WASHC5
